id,partnerID,name,recurrence,capacity
148,311,Car,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":10000,""isNegative"":false}"
149,322,Insurance,"{""timing"":3,""dayOfTheMonth"":28}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":116,""isNegative"":false}"
150,326,New Car,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":5000,""isNegative"":false}"
151,323,Phone and gym,"{""timing"":3,""dayOfTheMonth"":6}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":150,""isNegative"":false}"
152,322,Loan,"{""timing"":3,""dayOfTheMonth"":25}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":50,""isNegative"":false}"
153,323,Rent- Home Help,"{""timing"":3,""dayOfTheMonth"":15}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":150,""isNegative"":false}"
154,226,Rent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":450,""isNegative"":false}"
155,226,Car payment,"{""timing"":3,""dayOfTheMonth"":26}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":300,""isNegative"":false}"
156,226,Car insurance,"{""timing"":3,""dayOfTheMonth"":13}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":154,""isNegative"":false}"
157,334,CrossFit,"{""timing"":3,""dayOfTheMonth"":22}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":160,""isNegative"":false}"
158,226,New House,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":2500,""isNegative"":false}"
159,311,YouTube TV,"{""timing"":3,""dayOfTheMonth"":28}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":86,""isNegative"":false}"
160,311,Rent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":1170,""isNegative"":false}"
161,330,Emergency fund,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":1000,""isNegative"":false}"
162,334,Range Lessons,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":300,""isNegative"":false}"
163,334,Crossfit,"{""timing"":3,""dayOfTheMonth"":22}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":160,""isNegative"":false}"
164,354,Car,"{""timing"":3,""dayOfTheMonth"":23}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":107,""isNegative"":false}"
165,354,Imsurance,"{""timing"":3,""dayOfTheMonth"":13}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":173,""isNegative"":false}"
166,356,Rent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":500,""isNegative"":false}"
167,350,Rent,"{""timing"":3,""dayOfTheMonth"":21}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":550,""isNegative"":false}"
168,350,Credit Card,"{""timing"":3,""dayOfTheMonth"":11}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":500,""isNegative"":false}"
169,350,Safenet,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":3000,""isNegative"":false}"
170,118,Student Loans,"{""timing"":3,""dayOfTheMonth"":12}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":200,""isNegative"":false}"
171,367,Rent,"{""timing"":3,""dayOfTheMonth"":6}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":600,""isNegative"":false}"
172,372,Car Loan,"{""timing"":3,""dayOfTheMonth"":28}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":360,""isNegative"":false}"
173,372,Spotify,"{""timing"":3,""dayOfTheMonth"":12}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":11,""isNegative"":false}"
174,373,Rent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":1355,""isNegative"":false}"
175,372,Netflix,"{""timing"":3,""dayOfTheMonth"":17}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":19,""isNegative"":false}"
176,340,Rent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":730,""isNegative"":false}"
177,373,Insurance,"{""timing"":3,""dayOfTheMonth"":7}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":12,""isNegative"":false}"
178,372,Gas,"{""timing"":3,""dayOfTheMonth"":28}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":60,""isNegative"":false}"
179,371,Netflix,"{""timing"":3,""dayOfTheMonth"":18}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":20,""isNegative"":false}"
180,373,Electric,"{""timing"":3,""dayOfTheMonth"":22}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":60,""isNegative"":false}"
181,371,Rent,"{""timing"":3,""dayOfTheMonth"":28}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":1150,""isNegative"":false}"
182,373,Internet,"{""timing"":3,""dayOfTheMonth"":28}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":55,""isNegative"":false}"
183,371,Vegas,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":5000,""isNegative"":false}"
184,373,Indigo Credit Card,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":400,""isNegative"":false}"
185,377,Car,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":3000,""isNegative"":false}"
186,387,House and Bills,"{""timing"":3,""dayOfTheMonth"":15}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":1000,""isNegative"":false}"
187,387,Subscriptions,"{""timing"":3,""dayOfTheMonth"":15}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":201,""isNegative"":false}"
188,387,ROTH IRA,"{""timing"":3,""dayOfTheMonth"":28}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":200,""isNegative"":false}"
189,387,FIDELITY,"{""timing"":3,""dayOfTheMonth"":28}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":50,""isNegative"":false}"
190,387,Emergency Savings,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":23000,""isNegative"":false}"
191,40,Jeep,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":3000,""isNegative"":false}"
192,384,Rent,"{""timing"":3,""dayOfTheMonth"":25}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":642,""isNegative"":false}"
193,227,Rent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":1313,""isNegative"":false}"
194,384,Electricity Bill,"{""timing"":3,""dayOfTheMonth"":12}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":25,""isNegative"":false}"
195,384,Wifi Bill,"{""timing"":3,""dayOfTheMonth"":15}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":10,""isNegative"":false}"
196,395,Savings,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":2500,""isNegative"":false}"
197,394,Water Bill,"{""timing"":3,""dayOfTheMonth"":10}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":121,""isNegative"":false}"
198,227,Hulu,"{""timing"":3,""dayOfTheMonth"":9}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":15,""isNegative"":false}"
199,394,House Payment,"{""timing"":3,""dayOfTheMonth"":2}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":700,""isNegative"":false}"
200,394,House Payment 2,"{""timing"":3,""dayOfTheMonth"":16}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":700,""isNegative"":false}"
201,394,Car Payment,"{""timing"":3,""dayOfTheMonth"":15}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":500,""isNegative"":false}"
202,400,Z3,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":5000,""isNegative"":false}"
203,400,Corolla Payment,"{""timing"":3,""dayOfTheMonth"":10}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":100,""isNegative"":false}"
204,403,Car payment,"{""timing"":3,""dayOfTheMonth"":16}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":500,""isNegative"":false}"
205,412,Rent,"{""timing"":3,""dayOfTheMonth"":1}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":400,""isNegative"":false}"
206,401,Test,"{""timing"":0}","{""cents"":{""numberOfDimes"":0,""numberOfPennies"":0},""dollars"":1000,""isNegative"":false}"
